state_id,city,state,lat,lng
644acdf0a6ac80d10e86054b,Tamassee,South Carolina,34.8812,-83.0175
644acdf0a6ac80d10e860544,Vanoss,Oklahoma,34.7578,-96.8712
644acdf0a6ac80d10e86054c,Northboro,Iowa,40.6073,-95.2925
644acdf0a6ac80d10e860555,Gardner,North Dakota,47.1445,-96.9686
644acdf0a6ac80d10e860538,Hayward,Missouri,36.3959,-89.6669
644acdf0a6ac80d10e860559,Essex,Montana,48.2823,-113.6095
644acdf0a6ac80d10e860549,Buckhorn,New Mexico,33.0315,-108.6944
644acdf0a6ac80d10e860559,Silver Star,Montana,45.6875,-112.285
644acdf0a6ac80d10e86054d,Lost Springs,Kansas,38.5665,-96.9658
644acdf0a6ac80d10e860555,Menoken,North Dakota,46.8148,-100.5341
644acdf0a6ac80d10e860529,Mabie,California,39.7771,-120.5447
644acdf0a6ac80d10e86053f,Green Valley,Wisconsin,44.7969,-88.2682
644acdf0a6ac80d10e86053c,Spring Hill,Indiana,39.8346,-86.1926
644acdf0a6ac80d10e86052c,Umbarger,Texas,34.9564,-102.1094
644acdf0a6ac80d10e86054e,Lawson,Arkansas,33.1999,-92.4878
644acdf0a6ac80d10e860536,Vale Summit,Maryland,39.6152,-78.9084
644acdf0a6ac80d10e860535,Hartman,Colorado,38.1212,-102.2217
644acdf0a6ac80d10e860548,Sunol,Nebraska,41.1539,-102.763
644acdf0a6ac80d10e86053b,Fairview,Ohio,40.0573,-81.235
644acdf0a6ac80d10e860535,Joes,Colorado,39.6559,-102.6786
644acdf0a6ac80d10e860544,Hoyt,Oklahoma,35.268,-95.3002
644acdf0a6ac80d10e860529,Ono,California,40.4801,-122.6257
644acdf0a6ac80d10e860538,Grovespring,Missouri,37.3999,-92.606
644acdf0a6ac80d10e860529,Stonyford,California,39.3695,-122.5438
644acdf0a6ac80d10e860545,Cornwall,Connecticut,41.8443,-73.3327
644acdf0a6ac80d10e86054c,High Amana,Iowa,41.8011,-91.9418
644acdf0a6ac80d10e860536,Eldorado,Maryland,38.5841,-75.7893
644acdf0a6ac80d10e860549,Folsom,New Mexico,36.8478,-103.9176
644acdf0a6ac80d10e86054d,Kincaid,Kansas,38.0812,-95.1554
644acdf0a6ac80d10e86053d,Lumber Bridge,North Carolina,34.8898,-79.0725
644acdf0a6ac80d10e86054f,Reubens,Idaho,46.3229,-116.5429
644acdf0a6ac80d10e860557,Bradley,South Dakota,45.0904,-97.642
644acdf0a6ac80d10e860544,Redbird,Oklahoma,35.8871,-95.5873
644acdf0a6ac80d10e86052a,Union Hill,Illinois,41.1086,-88.1463
644acdf0a6ac80d10e860538,Leslie,Missouri,38.418,-91.2309
644acdf0a6ac80d10e86055b,Opal,Wyoming,41.768,-110.3242
644acdf0a6ac80d10e86052c,Salineño,Texas,26.5176,-99.112
644acdf0a6ac80d10e860549,Youngsville,New Mexico,36.1928,-106.566
644acdf0a6ac80d10e860544,Putnam,Oklahoma,35.8559,-98.9682
644acdf0a6ac80d10e860538,Blairstown,Missouri,38.558,-93.9578
644acdf0a6ac80d10e86053f,Big Foot Prairie,Wisconsin,42.4956,-88.5983
644acdf0a6ac80d10e86053e,Mappsburg,Virginia,37.576,-75.7593
644acdf0a6ac80d10e86054c,Clayton,Iowa,42.9022,-91.1493
644acdf0a6ac80d10e860548,Cushing,Nebraska,41.2949,-98.3693
644acdf0a6ac80d10e860534,Elba,Minnesota,44.0867,-92.0169
644acdf0a6ac80d10e860556,Twilight,West Virginia,37.9252,-81.6176
644acdf0a6ac80d10e86052c,Encino,Texas,26.9364,-98.1152
644acdf0a6ac80d10e860534,Darfur,Minnesota,44.0535,-94.8378
644acdf0a6ac80d10e86054d,Aurora,Kansas,39.452,-97.53
644acdf0a6ac80d10e860548,Dunning,Nebraska,41.8272,-100.1048
644acdf0a6ac80d10e860555,Bisbee,North Dakota,48.6272,-99.3788
644acdf0a6ac80d10e860536,Luke,Maryland,39.4766,-79.0593
644acdf0a6ac80d10e860539,Sportsmans Park,Oregon,45.2197,-121.3945
644acdf0a6ac80d10e860536,Pondsville,Maryland,39.6234,-77.5916
